title,genre,youtube_url,title_clean,lyrics
The Cranberries - Linger (Official Music Video),rock,https://www.youtube.com/watch?v=G6Kspj3OO0s,The Cranberries Linger,"75 ContributorsTranslationsEspañolLinger Lyrics“Linger” is a defining song of the 90’s alternative rock period and the song that put Irish band The Cranberries on the map.

Despite being on the original demo that got them signed in 1990, their record… Read More [Intro]
Ooh-ooh-ooh-ooh-ooh-ooh
Ooh-ooh
Ooh-ooh-ooh-ooh-ooh-ooh
Mm-mmm

[Verse 1]
If you, if you could return
Don't let it burn, don't let it fade
I'm sure I'm not being rude, but it's just your attitude
It's tearing me apart, it's ruinin' everything
And I swore, I swore I would be true
And honey, so did you
So why were you holding her hand? Is that the way we stand?
Were you lyin' all the time? Was it just a game to you?

[Chorus]
But I'm in so deep
You know I'm such a fool for you
You got me wrapped around your finger
Do you have to let it linger?
Do you have to, do you have to, do you have to let it linger?

[Verse 2]
Oh, I thought the world of you
I thought nothing could go wrong
But I was wrong, I was wrong
If you, if you could get by
Trying not to lie
Things wouldn't be so confused, and I wouldn't feel so used
But you always really knew I just wanna be with you


[Chorus]
And I'm in so deep
You know I'm such a fool for you
You got me wrapped around your finger
Do you have to let it linger?
Do you have to, do you have to, do you have to let it linger?

[Instrumental Break]

[Chorus]
And I'm in so deep
You know I'm such a fool for you
You got me wrapped around your finger
Do you have to let it linger?
Do you have to, do you have to, do you have to let it linger?
You know I'm such a fool for you
You got me wrapped around your finger
Do you have to let it linger?
Do you have to, do you have to, do you have to let it linger?"
The All-American Rejects - Sandbox (Official Music Video),rock,https://www.youtube.com/watch?v=Rz7aq1mRHW0,The AllAmerican Rejects Sandbox,"9 ContributorsSandbox Lyrics[Refrain]
The sandbox is thirsty
Outside, the bombs are bursting

[Verse 1]
See the children play in camo green
Mornin' tea, couple casualties
Merrily, merrily, merrily we all fall down
The smoky skies under power lines
The come-hither look in the bullseye
Pigtails, crosshairs
Don't be scared, it'll all be over soon

[Chorus]
(Bang!) And the toy soldiers set sail
(Bang!) Even the bully knows war is hell
Where is the beauty in the madness?

[Refrain]
The sandbox is thirsty
Outside, the bombs are bursting

[Bridge]
Bang!
Bang!


[Verse 2]
See how they run in the hot, hot sun
Billy's got a slingshot, Jenny's got a cap gun
And the cannons cry, little Billy sucks his thumb
Don't cry, Billy, Jenny's just havin' fun

[Chorus]
(Bang!) And the toy soldiers set sail
(Bang!) Even the bully knows war is hell
Where is the beauty in the madness?
(Bang!) When all the battleships capsize
(Bang!) Look for the whites in their eyes
You crack a smile in the sadness

[Refrain]
The sandbox is thirsty
Outside, the bombs are bursting"
Smash Mouth - All Star,rock,https://www.youtube.com/watch?v=L_jWHffIx5E,Smash Mouth All Star,
The Beatles - Don't Let Me Down,rock,https://www.youtube.com/watch?v=NCtzkaL2t_Y,The Beatles Don't Let Me Down,"45 ContributorsTranslationsEspañolDon’t Let Me Down LyricsThe B-side for the single “Get Back” was recorded in 1969. “Don’t Let Me Down” had multiple versions, but the most famous one was performed live on the roof of Apple Records. Included on many compilations, it… Read More [Chorus: John Lennon & Paul McCartney]
Don't let me down, don't let me down
Don't let me down, don't let me down

[Verse 1: John Lennon & Paul McCartney]
Nobody ever loved me like she does
Ooh, she does
Yeah, she does
And if somebody loved me like she do me
Ooh, she do me
Yes, she does

[Chorus: John Lennon & Paul McCartney]
Don't let me down, don't let me down
Don't let me down, don't let me down

[Bridge: John Lennon]
I'm in love for the first time
Don't you know it's gonna last?
It's a love that lasts forever
It's a love that has no past
[Chorus: John Lennon & Paul McCartney]
Don't let me down, don't let me down
Don't let me down, don't let me down


[Verse 2: John Lennon]
And from the first time that she really done me
Ooh, she done me
She done me good
I guess nobody ever really done me
Ooh, she done me
She done me good

[Chorus: John Lennon & Paul McCartney]
Don't let me down -hey!- don't let me down
Please (don't let me down) don't let me down

[Outro: John Lennon]
Please (yeah, ow!)
Ow! Don't let me down
(Ow!) Don't let me down
Can you dig it? Yeah
(Don't let me down)"
Sinéad O'Connor - Nothing Compares 2 U (Official Music Video) [HD],rock,https://www.youtube.com/watch?v=0-EF60neguk,Sinad O'Connor Nothing Compares 2 U HD,
Queen - Somebody To Love (Official Video),rock,https://www.youtube.com/watch?v=kijpcUv-b8M,Queen Somebody To Love,"104 ContributorsTranslationsРусский (Russian)Somebody to Love LyricsAs strongly in the major key this song is, it tells quite the tale. Lyrics ranging from “each morning I get up I die a little” to “everyone wants to put me down” portray Freddie as damaged, depressed and… Read More [Intro]
Can anybody find me
Somebody to love?

[Verse 1]
Ooh, each morning I get up I die a little
Can barely stand on my feet
Take a look at yourself in the mirror and cry
Take a look in the mirror and cry
Lord, what you're doing to me? (Yeah, yeah)
I have spent all my years in believin' you
But I just can't get no relief, Lord

[Chorus]
Somebody (Somebody)
Ooh, somebody (Somebody)
Can anybody find me
Somebody to love?
Yeah

[Verse 2]
I work hard (He works hard) every day of my life
I work 'till I ache my bones
At the end (At the end of the day) I take home
My hard-earned pay all on my own
(Goes home, goes home on his own)
I get down (Down) on my knees (Knees) and I start to pray (Praise the Lord)
'Till the tears run down from my eyes, Lord


[Chorus]
Somebody (Somebody)
Ooh, somebody (Please)
Can anybody find me
Somebody to love?
Oh

[Bridge]
(He works hard) everyday (Everyday)
I try and I try and I try
But everybody wants to put me down
They say I'm going crazy
They say I got a lot of water in my brain
I got no common sense
(He's got) I got nobody left to believe
No, no, no, no

[Guitar solo]

[Chorus]
(Ooh, ooh, ooh, Lord)
Ooh, somebody
Ooh (Somebody)
Anybody find me
Somebody to love
Can anybody find me
Someone to love?


[Verse 3]
Got no feel, I got no rhythm
I just keep losing my beat (You just keep losing and losing)
I'm okay, I'm alright (He's alright, he's alright)
I ain't gonna face no defeat (Yeah, yeah)
I just gotta get out of this prison cell
(One day) Someday I'm gonna be free, Lord
[Outro]
Find me somebody to love
Find me somebody to love
Find me somebody to love
Find me somebody to love
Find me somebody to love
(Find me, find me)
Find me somebody to love (Find me)
Find me somebody to love
Find me somebody to love-ove-ove
(Ooh, find me, find me)
Find me somebody to love
(Somebody to love)
Find me somebody to love
Somebody (Somebody)
Somebody (Somebody)
Somebody (Find me)
(Somebody find me somebody to love)
Can anybody find me
Somebody to love?
(Find me somebody to love) Ooh
(Find me somebody to love)
Find me somebody
(Find me somebody to love)
Somebody, somebody, somebody to love
(Find me somebody to love)
Find me, find me
Find me, find me, find me
(Find me somebody to love)
Ooh, somebody to love
(Find me somebody to love)
Ooh, find me, find me
Find me somebody to love
(Find me somebody to love)
Anybody, anywhere, anybody
Find me somebody to love, love
Find me, find me, find me, find me"
Roxette - Listen to Your Heart (Official Video Remastered),rock,https://www.youtube.com/watch?v=dpfbKWoBpRw,Roxette Listen to Your Heart,"32 ContributorsTranslationsΕλληνικάListen to Your Heart LyricsListen to Your Heart"" is a song by Swedish pop music duo Roxette, which was originally released in Sweden in September 1988 as the second single from the duo’s second studio album, Look Sharp! (1988). It was… Read More [Verse 1]
I know there's something in the wake of your smile
I get a notion from the look in your eyes, yeah
You've built a love, but that love falls apart
Your little piece of Heaven turns too dark

[Chorus]
Listen to your heart
When he's calling for you
Listen to your heart
There's nothing else you can do
I don't know where you're going
And I don't know why
But listen to your heart
Before you tell him goodbye

[Verse 2]
Sometimes you wonder if this fight is worthwhile
The precious moments are all lost in the tide, yeah
They're swept away, and nothing is what is seems
The feeling of belonging to your dreams

[Chorus]
Listen to your heart
When he's calling for you
Listen to your heart
There's nothing else you can do
I don't know where you're going
And I don't know why
But listen to your heart
Before you tell him goodbye


[Guitar Solo]

[Bridge]
And there are voices that want to be heard
So much to mention but you can't find the words
The scent of magic, the beauty that's been
When love was wilder than the wind

[Chorus]
Listen to your heart (Take a listen to it)
When he's calling for you
Listen to your heart (Take a listen to it)
There's nothing else you can do
I don't know where you're going
And I don't know why
But listen to your heart before, uhh
Listen to your heart (Take a listen to it)
When he's calling for you
Listen to your heart (Take a listen to it)
There's nothing else you can do
I don't know where you're going
And I don't know why
But listen to your heart
Before you tell him goodbye

[Instrumental Break]


[Outro]
Listen to your heart
Listen to your heart (Uhh, take a listen to it, ha-ha-aa)
Listen to your heart (Take a, take a listen to it)
Listen to your heart
Listen to your heart
Listen to your heart
Listen to your heart
Listen to your heart
Listen to your heart
Listen to your heart
Listen to your heart"
Metallica: The Unforgiven (Official Music Video),rock,https://www.youtube.com/watch?v=DDGhKS6bSAE,Metallica The Unforgiven,"98 ContributorsTranslationsDeutschPortuguêsNederlandsThe Unforgiven LyricsA metal ballad co-written by Ulrich, Hammett and Hetfield. This song is about the struggles he had with religion-related to his mom’s death. His relatives did not want to give James’s mom the treatment she… Read More [Instrumental Intro]

[Verse 1]
New blood joins this earth and quickly he's subdued
Through constant pained disgrace
The young boy learns their rules
With time, the child draws in
This whipping boy done wrong
Deprived of all his thoughts
The young man struggles on and on, he's known
Ooh, a vow onto his own, that never from this day
His will they'll take away, yeah

[Chorus]
What I've felt, what I've known
Never shined through in what I've shown
Never be, never see
Won't see what might have been
What I've felt, what I've known
Never shined through in what I've shown
Never free, never me
So I dub thee unforgiven

[Verse 2]
They dedicate their lives to running all of his
He tries to please them all, this bitter man he is
Throughout his life the same, he's battled constantly
This fight he cannot win
A tired man they see no longer cares
The old man then prepares to die regretfully
That old man here is me, yeah


[Chorus]
What I've felt, what I've known
Never shined through in what I've shown
Never be, never see
Won't see what might have been
What I've felt, what I've known
Never shined through in what I've shown
Never free, never me
So I dub thee unforgiven
[Guitar Solo]

[Chorus]
What I've felt, what I've known
Never shined through in what I've shown
Never be, never see
Won't see what might have been
What I've felt, what I've known
Never shined through in what I've shown
Never free, never me
So I dub thee unforgiven
Woah-oh, woah

[Outro]
Never free, never me
So I dub thee unforgiven
You labeled me, I'll label you
So I dub thee unforgiven
Never free, never me
So I dub thee unforgiven
You labeled me, I'll label you
So I dub thee unforgiven
Never free, never me
So I dub thee unforgiven"
Bryan Adams - Heaven,rock,https://www.youtube.com/watch?v=s6TtwR2Dbjg,Bryan Adams Heaven,"34 ContributorsTranslationsΕλληνικάEspañolHeaven LyricsA song that appeared on the soundtrack to a panned 1983 movie called A Night in Heaven, which later became the fourth track of Bryan Adams’s 1984 album Reckless, and the third single from the album. Written… Read More [Verse 1]
Oh, thinkin' about our younger years
There was only you and me
We were young and wild and free
Now nothin' can take you away from me
We've been down that road before
But that's over now
You keep me comin' back for more

[Chorus]
Baby, you're all that I want
When you're lyin' here in my arms
I'm findin' it hard to believe
We're in Heaven
And love is all that I need
And I found it there in your heart
Isn't too hard to see
We're in Heaven

[Verse 2]
Oh, once in your life you find someone
Who will turn your world around
Bring you up when you're feelin' down
Yeah, nothin' could change what you mean to me
Oh, there's lots that I could say
But just hold me now
'Cause our love will light the way


[Chorus]
And baby you're all that I want
When you're lyin' here in my arms
I'm finding it hard to believe
We're in Heaven
Yeah, love is all that I need
And I found it there in your heart
It isn't too hard to see
We're in Heaven, yeah

[Bridge]
I've been waitin' for so long
For somethin' to arrive
For love to come along
Now our dreams are comin' true
Through the good times and the bad
Yeah, I'll be standin' there by you, oh

[Guitar Solo]

[Chorus]
And baby you're all that I want
When you're lyin' here in my arms
I'm findin' it hard to believe
We're in Heaven
And love is all that I need
And I found it there in your heart
Isn't too hard to see
We're in Heaven, Heaven
Woh-oh-oh


[Outro]
You're all that I want
You're all that I need"
Heart - Alone,rock,https://www.youtube.com/watch?v=1Cw1ng75KP0,Heart Alone,"25 ContributorsAlone LyricsBilly Steinberg and Tom Kelly originally wrote this song for their own act, ​i-Ten and the album Taking a Cold Look which came out in 1983. In 1984, it was performed by John Stamos and Valerie Stevenson in… Read More [Verse 1]
I hear the ticking of the clock
I'm lying here, the room's pitch dark
I wonder where you are tonight
No answer on the telephone
And the night goes by so very slow
Oh, I hope that it won't end though
Alone

[Chorus]
'Til now, I always got by on my own
I never really cared until I met you
And now it chills me to the bone
How do I get you alone?
How do I get you alone?

[Verse 2]
You don't know how long I have wanted
To touch your lips and hold you tight, oh
You don't know how long I have waited
And I was gonna tell you tonight
But the secret is still my own
And my love for you is still unknown
Alone

[Chorus]
'Til now, I always got by on my own
I never really cared until I met you
And now it chills me to the bone
How do I get you alone?
How do I get you alone?


[Guitar Solo]

[Outro]
How do I get you alone?
How do I get you alone?
Alone, alone"
Foreigner - I Want To Know What Love Is (Official Music Video),rock,https://www.youtube.com/watch?v=r3Pr1_v7hsw,Foreigner I Want To Know What Love Is,"60 ContributorsI Want to Know What Love Is Lyrics“I Want to Know What Love Is” is an overwrought power ballad by British-American rock group Foreigner. It was the lead single off Agent Provocateur and is their biggest hit to date.

The song reached #1 in… Read More [Verse 1]
I've gotta take a little time
A little time to think things over
I better read between the lines
In case I need it when I'm older

[Verse 2]
Now, this mountain, I must climb
Feels like the world upon my shoulders
Through the clouds, I see love shine
It keeps me warm as life grows colder

[Pre-Chorus]
In my life, there's been heartache and pain
I don't know if I can face it again
Can't stop now, I've traveled so far
To change this lonely life

[Chorus]
I wanna know what love is
I want you to show me
I wanna feel what love is
I know you can show me
Oh

[Verse 3]
I'm gonna take a little time
A little time to look around me
I've got nowhere left to hide
It looks like love has finally found me


[Pre-Chorus]
In my life, there's been heartache and pain
I don't know if I can face it again
Can't stop now, I've traveled so far
To change this lonely life

[Chorus]
I wanna know what love is
I want you to show me
I wanna feel what love is
I know you can show me
I wanna know what love is
I want you to show me

[Outro]
(And I wanna feel) I wanna feel what love is
(And I know) I know you can show me
Let's talk about love
(I wanna know what love is) The love that you feel inside
(I want you to show me) And I'm feelin' so much love
(I wanna feel what love is) No, you just cannot hide
(I know you can show me) Yeah
I wanna know what love is (Let's talk about love)
I want you to show me, I wanna feel
(I wanna feel what love is) And I know, and I know
I know you can show me (Yeah)
(I wanna know what love is) (I wanna know)
(I want you to show me) I wanna know, I wanna know, wanna know
(I wanna feel what love is) (I wanna feel)
(I know you can show me)"
Air Supply - Making Love Out Of Nothing At All (Official HD Video),rock,https://www.youtube.com/watch?v=ogoIxkPjRts,Air Supply Making Love Out Of Nothing At All,"31 ContributorsMaking Love Out of Nothing at All Lyrics“Making Love Out of Nothing At All” is a power ballad by Australian soft rock band Air Supply for their 1983 Greatest Hits compilation album.

It was released in July 1983.[Verse 1]
I know just how to whisper
And I know just how to cry
I know just where to find the answers
And I know just how to lie
I know just how to fake it
And I know just how to scheme
I know just when to face the truth
And then I know just when to dream
And I know just where to touch you
And I know just what to prove
I know when to pull you closer
And I know when to let you loose

[Verse 2]
And I know the night is fading
And I know the time's gonna fly
And I'm never gonna tell you everything I gotta tell you
But I know I gotta give it a try
And I know the roads to riches
And I know the ways to fame
I know all the rules and then I know how to break 'em
And I always know the name of the game

[Verse 3]
But I don't know how to leave you
And I'll never let you fall
And I don't know how you do it
Making love out of nothing at all


[Chorus]
(Making love) Out of nothing at all
(Making love) Out of nothing at all
(Making love)
Out of nothing at all
(Making love) Out of nothing at all
(Making love) Out of nothing at all
(Making love) Out of nothing at all

[Verse 4]
Every time I see you, all the rays of the sun
Are all streaming through the waves in your hair
And every star in the sky is taking aim at your eyes
Like a spotlight
The beating of my heart is a drum and it's lost
And it's looking for a rhythm like you
You can take the darkness from the pit of the night
And turn it to a beacon burning endlessly bright
I've gotta follow it 'cause everything I know
Well it's nothing 'til I give it to you

[Guitar Solo]

[Verse 5]
I can make the runner stumble
I can make the final block
And I can make every tackle at the sound of the whistle
I can make all the stadiums rock
I can make tonight forever
Or I can make it disappear by the dawn
And I can make you every promise that has ever been made
And I can make all your demons be gone


[Verse 6]
But I'm never gonna make it without you
Do you really wanna see me crawl
And I'm never gonna make it like you do
Making love out of nothing at all

[Chorus]
(Making love) Out of nothing at all
(Making love) Out of nothing at all
(Making love) Out of nothing at all
(Making love) Out of nothing at all
(Making love) Out of nothing at all
(Making love, love)
Out of nothing at all (Making love)
Out of nothing at all (Making love)
Out of nothing at all (Making love, love)
Out of nothing at all (Making love)
Out of nothing at all (Making love)
Out of nothing at all (Making love, love, love)
Out of nothing at all (Making love)
Out of nothing at all (Making love)
Out of nothing at all (Making love, love, love)
Out of nothing at all (Making love)
(Making love, love, love)
Out of nothing at all (Making love)
Out of nothing at all (Making love)
Out of nothing at all (Making love, love, love)
(Making love, love, love)
(Making love, love, love)"
mgk - cliché (Official Music Video),rock,https://www.youtube.com/watch?v=m4DVbm9zeR0,mgk clich,"20 Contributorscliché Lyrics[Intro]
Tell me, would you wait for me?
Baby, I'm a rolling stone
I got a lotta right in me
But I don't wanna say this wrong
Tell me, would you stay with me?
Maybe we could make this home
You should run away with me
Even if you're better off alone

[Verse 1]
I like that you like me
I kissed your lips, you got good taste
I like that you like me
I could close my eyes and draw your face
If you take this chance
I'll give you oxygen to breathe me in
But I'll say sorry in advance, mm-mm

[Pre-Chorus]
My head's a mess
It's like that every day and
I'll try my best
It sounds cliché, but

[Chorus]
Tell me, would you wait for me?
Baby, I'm a rolling stone
I got a lotta right in me
But I don't wanna say this wrong
Tell me, would you stay with me?
Maybe we could make this home
You should run away with me
Even if you're better off alone (Uh)


[Verse 2]
Your name is in neon light in the sky when darkness surrounds us
Let's leave this town, get married, go to Vegas and create nostalgia
Tell me, will you save this dance?
I feel my knees get weak beneath me
I know this night might be our last, mm-mm

[Pre-Chorus]
My head's a mess
It's like that every day and
I'll try my best
It sounds cliché, but

[Chorus]
Tell me, would you wait for me?
Baby, I'm a rolling stone
I got a lotta right in me
But I don't wanna say this wrong
Tell me, would you stay with me?
Maybe we could make this home
You should run away with me
Even if you're better off alone

[Post-Chorus]
Tell me, would you wait, wait, wait, wait, wait for me?
Tell me, would you wait, wait, wait, wait, wait for me?


[Bridge]
Tell me, would you wait for me?
Mm-mm
Baby, I'm a rolling stone
Mm-mm
I got a lotta right in me
Mm-mm
But I don't wanna say this wrong
I don't wanna say this wrong (Yeah)

[Chorus]
Tell me, would you wait for me?
Baby, I'm a rolling stone
I got a lotta right in me
But I don't wanna say this wrong (Say this wrong)
Tell me, would you stay with me?
Maybe we could make this home (Make this home)
You should run away with me
Even if you're better off alone

[Outro]
Tell me, would you wait, wait, wait, wait, wait for me?
Tell me, would you wait, wait, wait, wait, wait for me?
Wait for me"
Billy Idol - Eyes Without A Face,rock,https://www.youtube.com/watch?v=9OFpfTd0EIs,Billy Idol Eyes Without A Face,"64 ContributorsTranslationsDeutschEyes Without a Face LyricsThe second single from the Rebel Yell album, this song was Idol’s first Top Ten hit in the US, reaching number 4 on the Billboard Hot 100. Among the first three songs written for the album, guitarist and… Read More [Verse 1: Billy Idol]
I'm all out of hope
One more bad break could bring a fall
When I'm far from home
Don't call me on the phone to tell me you're alone
It's easy to deceive
It's easy to tease, but hard to get release

[Chorus: Billy Idol & Perri Lister]
(Les yeux sans visage) Eyes without a face
(Les yeux sans visage) Eyes without a face
(Les yeux sans visage) Eyes without a face
Got no human grace, your eyes without a face

[Post-Chorus]
Ooh, ch-ch

[Verse 2: Billy Idol]
I spent so much time
Believing all the lies to keep the dream alive
Now it makes me sad
It makes me mad at truth for loving what was you

[Chorus: Billy Idol & Perri Lister]
(Les yeux sans visage) Eyes without a face
(Les yeux sans visage) Eyes without a face
(Les yeux sans visage) Eyes without a face
Got no human grace, your eyes without a face


[Post-Chorus]
Ooh, ha

[Guitar Solo]

[Bridge: Billy Idol]
When you hear the music, you make a dip
Into someone else's pocket, then make a slip
Steal a car and go to Las Vegas
Ooh, the gigolo pool
Hanging out by the state line
Turning holy water into wine
Drinking it down
Oh-oh-oh
I'm on a bus on a psychedelic trip
Reading murder books, trying to stay hip
I'm thinking of you and you're out there, so
Say your prayers
Say your prayers
Say your prayers
Ooh
Ooh-ooh-ooh, ooh

[Verse 3: Billy Idol]
Now I close my eyes
And I wonder why I don't despise
Now all I can do
Is love what was once so alive and new
But it's gone from your eyes
I'd better realise


[Chorus: Billy Idol & Perri Lister]
(Les yeux sans visage) Eyes without a face
(Les yeux sans visage) Eyes without a face
(Les yeux sans visage) Eyes without a face
Got no human grace, your eyes without a face

[Post-Chorus]
Such a human waste, your eyes without a face

[Outro: Billy Idol]
And now it's getting worse"
Scorpions - Send Me An Angel,rock,https://www.youtube.com/watch?v=1UUYjd2rjsE,Scorpions Send Me An Angel,"18 ContributorsTranslationsΕλληνικάSend Me an Angel Lyrics[Intro]

[Verse 1]
Wise man said, “Just walk this way
To the dawn of the light
The wind will blow into your face
As the years pass you by
Hear this voice from deep inside
It's the call of your heart
Close your eyes and you will find
Passage out of the dark“

[Chorus]
Here I am (Here I am)
Will you send me an angel?
Here I am (Here I am)
In the land of the morning star

[Verse 2]
Wise man said, “Just find your place
In the eye of the storm
Seek the roses along the way
Just beware of the thorns”

[Chorus]
Here I am (Here I am)
Will you send me an angel?
Here I am (Here I am)
In the land of the morning star


[Verse 3]
Wise man said, “Just raise your hand
And reach out for the spell
Find the door to the promised land
Just believe in yourself
Hear this voice from deep inside
It's the call of your heart
Close your eyes and you will find
The way out of the dark”

[Chorus]
Here I am (Here I am)
Will you send me an angel?
Here I am (Here I am)
In the land of the morning star

[Chorus]
Here I am (Here I am)
Will you send me an angel?
Here I am (Here I am)
In the land of the morning star

[Chorus]
Here I am (Here I am)
Will you send me an angel?
Here I am (Here I am)
In the land of the morning star


[Chorus]
Here I am (Here I am)
Will you send me an angel?
Here I am (Here I am)
In the land of the morning star..."
Bon Jovi - You Give Love A Bad Name,rock,https://www.youtube.com/watch?v=KrZHPOeOxQQ,Bon Jovi You Give Love A Bad Name,"72 ContributorsTranslationsPortuguêsYou Give Love a Bad Name LyricsSongwriter Desmond Child had written the song “If You Were a Woman (And I Was a Man)” for Bonnie Tyler, but was unsatisfied with its chart performance. So he brought the music to Bon Jovi and they rewrote it… Read More [Intro]
Shot through the heart and you're to blame
Darling, you give love a bad name

[Verse 1]
An angel's smile is what you sell
You promised me heaven, then put me through hell
Chains of love got a hold on me
When passion's a prison, you can't break free

[Pre-Chorus]
Woah, you're a loaded gun, yeah
Oh, there's nowhere to run
No one can save me, the damage is done

[Chorus]
Shot through the heart and you're to blame
You give love a bad name (Bad name)
I play my part and you play your game
You give love a bad name (Bad name)
Yeah, you give love a bad name

[Verse 2]
Paint your smile on your lips
Blood red nails on your fingertips
A school boy's dream, you act so shy
Your very first kiss was your first kiss goodbye


[Pre-Chorus]
Woah, you're a loaded gun
Oh, there's nowhere to run
No one can save me, the damage is done

[Chorus]
Shot through the heart and you're to blame
You give love a bad name (Bad name)
I play my part and you play your game
You give love a bad name (Bad name)
You give love a—

[Guitar Solo]

[Chorus]
Oh, shot through the heart and you're to blame
You give love a bad name
I play my part and you play your game
You give love a bad name (Bad name)
Shot through the heart and you're to blame
You give love a bad name (Bad name)
I play my part and you play your game
You give love a bad name (Bad name)

[Outro]
You give love
You give love, bad name
You give love
You give love, bad name
You give love
You give love, bad name
You give love
You give love, bad name"
Ram Jam - Black Betty,rock,https://www.youtube.com/watch?v=I_2D8Eo15wE,Ram Jam Black Betty,"52 ContributorsBlack Betty LyricsOften originally credited to Huddie “Lead Belly” Ledbetter, though some recordings predate his. Eventually became Ram Jam’s only recognizable hit.[Instrumental Intro]

[Verse 1]
Whoa, Black Betty, bam-ba-lam
Whoa, Black Betty, bam-ba-lam
Black Betty had a child, bam-ba-lam
The damn thing gone wild, bam-ba-lam
Said, ""It weren't none of mine,"" bam-ba-lam
The damn thing gone blind, bam-ba-lam
I said, oh, Black Betty, bam-ba-lam
Whoa, Black Betty, bam-ba-lam

[Instrumental Break]

[Verse 2]
Whoa, Black Betty, bam-ba-lam
Whoa, Black Betty, bam-ba-lam
She really gets me high, bam-ba-lam
You know that's no lie, bam-ba-lam
She's so rock steady, bam-ba-lam
And she's always ready, bam-ba-lam
Whoa, Black Betty, bam-ba-lam
Whoa, Black Betty, bam-ba-lam

[Instrumental Break]


[Verse 3]
Whoa, Black Betty, bam-ba-lam
Whoa, Black Betty, bam-ba-lam
She's from Birmingham, bam-ba-lam
Way down in Alabam', bam-ba-lam
Well, she's shakin' that thing, bam-ba-lam
Boy, she makes me sing, bam-ba-lam
Whoa, Black Betty, bam-ba-lam
Whoa, Black Betty
Bam-ba-lam, yeah, yeah"
Bon Jovi - Bed Of Roses (Official Music Video),rock,https://www.youtube.com/watch?v=NvR60Wg9R7Q,Bon Jovi Bed Of Roses,"29 ContributorsTranslationsPortuguêsBed of Roses Lyrics“Bed of Roses” is a melancholic ballad and easily one of Bon Jovi’s most popular and grandest sounding songs. It was written by Jon Bon Jovi while touring for the band’s previous album, and details his own… Read More [Verse 1]
Sitting here wasted and wounded at this old piano
Trying hard to capture the moment this morning I don't know
'Cause a bottle of Vodka is still lodged in my head
And some blonde gave me nightmares
I think that she's still in my bed
As I dream about movies they won't make of me when I'm dead

[Verse 2]
With an ironclad fist, I wake up and French kiss the morning
While some marching band keeps its own beat in my head while we're talking
About all of the things that I long to believe
About love and the truth and what you mean to me
And the truth is baby you're all that I need

[Chorus]
I want to lay you down in a bed of roses
For tonight I sleep on a bed of nails
Oh I wanna be just as close as
The Holy Ghost is
And lay you down
On a bed of roses

[Verse 3]
Well I'm so far away, that each step that I take's on my way home
A king's ransom in dimes I'd give each night to see through this payphone
Still I run out of time or it's hard to get through
Till the bird on the wire flies me back to you
I'll just close my eyes and whisper
Baby, blind love is true


[Chorus]
I want to lay you down in a bed of roses
For tonight I sleep on a bed of nails
Oh I want to be just as close as
The Holy Ghost is
And lay you down
On a bed of roses

[Bridge]
Well, this hotel bar's hangover whiskey's gone dry
The barkeeper's wig's crooked
And she's giving me the eye
I might have said yeah
But I laughed so hard I think I died
Ooh yeah

[Guitar solo]

[Verse 4]
Now as you close your eyes know I'll be thinking about you
While my mistress she calls me
To stand in her spotlight again
Tonight, I won't be alone
But you know that don't mean I'm not lonely
I've got nothing to prove for it's you that I'd die to defend


[Chorus]
I want to lay you down in a bed of roses
For tonight I sleep on a bed of nails
Oh I want to be just as close as
The Holy Ghost is
And lay you down
I want to lay you down in a bed of roses
For tonight I sleep on a bed of nails
I want to be just as close as
The Holy Ghost is
And lay you down
On a bed of roses"
Dire Straits - Walk Of Life (Official Music Video),rock,https://www.youtube.com/watch?v=kd9TlGDZGkI,Dire Straits Walk Of Life,"49 ContributorsWalk of Life LyricsOddly, this track was originally available as a B-Side to the single “So Far Away,” which was released as the lead single to their fifth album Brothers In Arms. The song received a video in which the band… Read More [Intro]
Woo-hoo
Woo-hoo

[Verse 1]
Here come Johnny singing oldies, goldies
""Be-Bop-A-Lula,"" baby, ""What'd I Say""
Here come Johnny singing ""I Got a Woman""
Down in the tunnels, tryna make it pay

[Pre-Chorus]
He got the action, he got the motion
Oh, yeah, the boy can play
Dedication, devotion
He turnin' all the night-time into the day

[Chorus]
He do the song about the sweet loving woman
He do the song about the knife
Then he do the walk, do the walk of life
Yeah, he do the walk of life
Woo-hoo

[Verse 2]
Here come Johnny gonna tell you the story
Hand me down, my walking shoes
Here come Johnny with the power and the glory
Backbeat, the talking blues


[Pre-Chorus]
He got the action, he got the motion
Oh, yeah, the boy can play
Dedication, devotion
He turning all the night-time into the day

[Chorus]
He do the song about the sweet loving woman
He do the song about the knife
And he do the walk, he do the walk of life
Yeah, he do the walk of life
Woo-hoo-hoo

[Verse 1]
Here come Johnny singing oldies, goldies
""Be-Bop-A-Lula,""  baby, ""What'd I Say""
Here come Johnny singing ""I Got a Woman""
Down in the tunnels, tryna make it pay

[Pre-Chorus]
He got the action, he got the motion
Oh, yeah, the boy can play
The dedication, devotion
He turning all the night-time into the day

[Chorus]
And after all the violence and double-talk
There's just a song in all the trouble and the strife
You do the walk, yeah, you do the walk of life
Mmm, they do the walk of life


[Outro]
Woo-hoo
Woo-hoo-hoo
Woo-hoo-hoo
Woo-hoo
Woo-hoo-hoo
Yeah, he do the walk of life"
